sampid,fromWhen,gender,yob,b153,b153z,b154,b156,b156z,b157,b158,b159,b160,b308,b162,b163,b166,b169,b184,b220,b221,b222,b223,b224,b225,b228,b241,b242,b243,b244,b245,b276,b277
3977,2010.0,2.0,1989.0,739.0,13.0,1.0,234.0,0.0,123.0,1.0,1.0,1.0,,,2.0,,1.0,,44.0,0.0,5.5,0.0,2.0,9090908.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
3978,2018.0,2.0,1991.0,872.0,17.0,1.0,2312.0,2.0,811.0,1.0,1.0,1.0,,,7.0,,2.0,,30.0,0.0,5.0,0.0,2.0,180.0,4.0,3.0,5.0,3.0,3.0,5.0,2.0,
3981,2017.0,2.0,1992.0,759.0,14.0,3.0,292.0,0.0,404.0,1.0,6.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,250.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0
3983,2012.0,2.0,1990.0,861.0,17.0,1.0,3040.0,3.0,407.0,1.0,7.0,7.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3200.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,
3984,2008.0,1.0,1982.0,651.0,11.0,3.0,332.0,0.0,403.0,1.0,4.0,9.0,,,,,1.0,,51.0,0.0,5.0,0.0,2.0,297.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
3986,2009.0,2.0,1984.0,649.0,11.0,1.0,329.0,0.0,406.0,1.0,3.0,3.0,,,,,1.0,,50.0,0.0,5.0,0.0,2.0,130.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,
3987,2007.0,2.0,1986.0,851.0,16.0,1.0,2130.0,2.0,403.0,1.0,2.0,2.0,,,8.0,,1.0,1.0,50.0,10.0,5.5,0.0,2.0,110.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,
3994,2015.0,2.0,1993.0,291.0,3.0,2.0,271.0,0.0,114.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2900.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,
3995,2011.0,2.0,1988.0,861.0,17.0,1.0,3040.0,3.0,101.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,350.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,
3996,2010.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,2011.0,2.0,1990.0,961.0,19.0,1.0,5113.0,5.0,101.0,1.0,1.0,1.0,,,3.0,,1.0,,48.0,0.0,6.0,0.0,2.0,140.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,
4002,2014.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,2007.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,2014.0,2.0,1989.0,581.0,10.0,3.0,2145.0,2.0,120.0,1.0,1.0,9.0,,,,,,,40.0,0.0,5.0,0.0,2.0,130.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,
4006,2010.0,2.0,1988.0,562.0,9.0,1.0,5317.0,5.0,408.0,1.0,1.0,1.0,,,,,2.0,,28.0,3.0,5.0,1.0,3.0,13.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,
4008,2014.0,2.0,1991.0,561.0,9.0,3.0,263.0,0.0,104.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2800.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
4010,2015.0,1.0,1992.0,561.0,9.0,2.0,142.0,0.0,410.0,1.0,3.0,3.0,,,,,,,40.0,0.0,5.0,0.0,2.0,1000.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,
4011,2011.0,2.0,1990.0,261.0,3.0,3.0,8352.0,8.0,823.0,1.0,8.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2500.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,
4012,2018.0,2.0,1992.0,999.0,999.0,3.0,6151.0,6.0,408.0,1.0,1.0,9.0,,,,,2.0,,10.0,0.0,2.0,0.0,2.0,40.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,
4013,2012.0,2.0,1991.0,752.0,14.0,1.0,5212.0,5.0,124.0,1.0,6.0,6.0,,,,,1.0,2.0,40.0,0.0,5.0,0.0,1.0,2200.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,
4014,2013.0,1.0,1990.0,952.0,19.0,1.0,8124.0,8.0,404.0,1.0,2.0,2.0,,,3.0,,1.0,,40.0,18.0,5.0,1.0,1.0,1600.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,
4016,2014.0,1.0,1991.0,474.0,7.0,3.0,6151.0,6.0,408.0,1.0,1.0,9.0,,,,,1.0,,40.0,8.0,5.0,1.0,2.0,170.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,
4017,2011.0,2.0,1992.0,303.0,3.0,2.0,272.0,0.0,408.0,1.0,8.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2400.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0
4018,2007.0,2.0,1988.0,855.0,16.0,1.0,2141.0,2.0,403.0,1.0,3.0,3.0,,,4.0,,1.0,2.0,30.0,0.0,5.0,0.0,2.0,100.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,
4019,2018.0,2.0,1993.0,753.0,14.0,1.0,5419.0,5.0,408.0,1.0,3.0,3.0,,,,,1.0,2.0,40.0,10.0,5.0,0.0,2.0,200.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,
4020,2015.0,2.0,1992.0,107.0,3.0,1.0,3050.0,3.0,812.0,1.0,6.0,6.0,,,4.0,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
4021,2010.0,1.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,2007.0,2.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,2007.0,2.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,2007.0,2.0,1985.0,721.0,13.0,2.0,271.0,0.0,812.0,1.0,9.0,9.0,,,4.0,,1.0,1.0,40.0,0.0,5.0,0.0,2.0,150.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0
4030,2007.0,1.0,1979.0,651.0,11.0,3.0,332.0,0.0,101.0,2.0,7.0,9.0,,,4.0,,1.0,1.0,40.0,5.0,5.0,2.0,1.0,2500.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,
4032,2016.0,1.0,1982.0,843.0,15.0,3.0,254.0,0.0,1209.0,5.0,7.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,250.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
4033,2016.0,1.0,1992.0,494.0,8.0,3.0,6244.0,6.0,102.0,1.0,4.0,9.0,,,,,2.0,,50.0,0.0,6.0,0.0,2.0,130.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,
4034,2015.0,1.0,1989.0,493.0,8.0,3.0,282.0,0.0,410.0,1.0,4.0,9.0,,,,,1.0,,40.0,6.0,5.0,0.0,1.0,4000.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0
4036,2009.0,2.0,1986.0,471.0,7.0,3.0,272.0,0.0,823.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,9090908.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
4037,2012.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,2013.0,2.0,1989.0,949.0,19.0,1.0,295.0,0.0,120.0,1.0,4.0,4.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,9090908.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,
4039,2012.0,2.0,1990.0,284.0,3.0,1.0,6122.0,6.0,408.0,1.0,6.0,7.0,,,,,1.0,,40.0,3.0,5.0,1.0,9090908.0,9090908.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
4041,2011.0,1.0,1982.0,370.0,5.0,3.0,1554.0,1.0,802.0,1.0,3.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2000.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
4042,2007.0,1.0,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,2017.0,1.0,1992.0,476.0,7.0,3.0,6179.0,6.0,505.0,4.0,4.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,190.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,
4046,2007.0,1.0,1981.0,661.0,11.0,3.0,314.0,0.0,406.0,1.0,3.0,8.0,,,8.0,,1.0,1.0,40.0,0.0,5.0,0.0,1.0,3500.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
4048,2015.0,2.0,1991.0,861.0,17.0,1.0,3040.0,3.0,407.0,1.0,5.0,5.0,,,,,1.0,,40.0,3.0,5.0,0.0,2.0,220.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
4049,2014.0,2.0,1987.0,649.0,11.0,1.0,263.0,0.0,120.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,160.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
4050,2014.0,1.0,1990.0,872.0,17.0,1.0,2311.0,2.0,410.0,3.0,5.0,5.0,,,,,1.0,,40.0,5.0,5.0,0.0,1.0,2600.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,
4051,2014.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,2014.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,2011.0,1.0,1987.0,243.0,3.0,3.0,1511.0,1.0,815.0,1.0,4.0,4.0,,,,,1.0,,50.0,10.0,5.0,0.0,1.0,2230.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,
4055,2007.0,1.0,1981.0,711.0,13.0,1.0,292.0,0.0,407.0,1.0,2.0,2.0,,,8.0,,1.0,1.0,40.0,0.0,5.0,0.0,1.0,2300.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,
4056,2015.0,1.0,1992.0,233.0,3.0,1.0,6124.0,6.0,831.0,1.0,3.0,3.0,,,,,1.0,,40.0,3.0,5.0,1.0,1.0,2900.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,
4057,2015.0,2.0,1991.0,731.0,13.0,1.0,5112.0,5.0,406.0,1.0,2.0,2.0,,,,,1.0,2.0,48.0,0.0,6.0,0.0,2.0,170.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,
4058,2013.0,2.0,1989.0,855.0,16.0,2.0,2151.0,2.0,123.0,1.0,3.0,3.0,,,3.0,,1.0,,42.0,2.0,5.0,0.0,1.0,1850.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,
4060,2007.0,2.0,1984.0,861.0,17.0,9090909.0,3071.0,3.0,9090908.0,9090908.0,3.0,3.0,,,8.0,,1.0,1.0,45.0,0.0,5.0,0.0,2.0,140.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
4062,2011.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,2012.0,1.0,1990.0,261.0,3.0,3.0,8111.0,8.0,823.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2400.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,
4065,2010.0,2.0,1988.0,872.0,17.0,1.0,2321.0,2.0,404.0,1.0,2.0,2.0,,,,,1.0,,45.0,0.0,5.5,0.0,2.0,150.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
4066,2010.0,1.0,1984.0,291.0,3.0,2.0,1582.0,1.0,120.0,1.0,4.0,6.0,,,,,1.0,,40.0,20.0,5.0,0.0,1.0,2400.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,
4067,2008.0,1.0,1988.0,843.0,15.0,1.0,2503.0,2.0,902.0,5.0,9.0,9.0,,,,,1.0,,40.0,2.0,5.0,1.0,2.0,140.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,
4068,2010.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,2010.0,1.0,1983.0,949.0,19.0,1.0,4204.0,4.0,118.0,5.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,145.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
4073,2009.0,2.0,1987.0,732.0,13.0,1.0,4153.0,4.0,101.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,
4074,2009.0,2.0,1988.0,474.0,7.0,3.0,6151.0,6.0,406.0,1.0,1.0,1.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,200.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,
4075,2018.0,1.0,1992.0,259.0,3.0,1.0,8132.0,8.0,814.0,1.0,1.0,1.0,,,,,1.0,,45.0,0.0,5.0,0.0,2.0,200.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,
4076,2015.0,2.0,1991.0,721.0,13.0,2.0,1511.0,1.0,123.0,1.0,8.0,9.0,,,,,1.0,,40.0,2.0,5.0,1.0,2.0,400.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0
4077,2010.0,2.0,1989.0,561.0,9.0,3.0,5322.0,5.0,404.0,1.0,3.0,9.0,,,,,1.0,,48.0,0.0,6.0,0.0,5.0,0.5,3.0,1.0,1.0,1.0,1.0,1.0,2.0,
4078,2016.0,2.0,1991.0,212.0,3.0,1.0,8523.0,8.0,410.0,1.0,3.0,3.0,,,,,1.0,,45.0,0.0,5.0,0.0,1.0,2800.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0
4081,2014.0,1.0,1986.0,479.0,7.0,1.0,6153.0,6.0,404.0,1.0,1.0,1.0,,,,,,,42.0,0.0,6.0,0.0,2.0,100.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
4082,2009.0,1.0,1983.0,281.0,3.0,1.0,1532.0,1.0,811.0,1.0,4.0,4.0,,,,,1.0,,48.0,0.0,6.0,0.0,1.0,2000.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
4083,2012.0,2.0,1988.0,861.0,17.0,3.0,3040.0,3.0,404.0,4.0,7.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0
4084,2012.0,1.0,1989.0,753.0,14.0,3.0,5413.0,5.0,817.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
4085,2008.0,1.0,1986.0,843.0,15.0,3.0,2503.0,2.0,909.0,5.0,6.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,148.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
4086,2017.0,2.0,1987.0,853.0,16.0,1.0,1221.0,1.0,114.0,4.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,9090908.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,
4087,2011.0,2.0,1989.0,861.0,17.0,3.0,3040.0,3.0,811.0,4.0,8.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,9090908.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
4088,2013.0,2.0,1989.0,311.0,3.0,3.0,1511.0,1.0,1501.0,1.0,9.0,9.0,,,,,1.0,,40.0,8.0,5.0,0.5,1.0,5700.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,
4089,2014.0,1.0,1990.0,471.0,7.0,3.0,6179.0,6.0,410.0,1.0,6.0,9.0,,,3.0,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,
4090,2019.0,2.0,1991.0,861.0,17.0,1.0,3040.0,3.0,812.0,1.0,6.0,6.0,,,,,1.0,,45.0,5.0,5.0,0.0,1.0,3400.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
4093,2013.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,2008.0,2.0,1986.0,474.0,7.0,1.0,6151.0,6.0,812.0,1.0,1.0,1.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,100.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,
4095,2012.0,1.0,1985.0,853.0,16.0,3.0,299.0,0.0,403.0,1.0,9.0,9.0,,,2.0,,1.0,,40.0,0.0,5.0,0.0,2.0,120.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,
4096,2008.0,2.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,2007.0,1.0,1979.0,844.0,15.0,3.0,2402.0,2.0,404.0,5.0,5.0,9.0,,,8.0,,1.0,1.0,84.0,0.0,7.0,0.0,2.0,250.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
4098,2013.0,2.0,1989.0,752.0,14.0,3.0,6162.0,6.0,410.0,1.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,1800.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,
4101,2008.0,1.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,2007.0,1.0,1984.0,751.0,14.0,1.0,8340.0,8.0,111.0,1.0,3.0,3.0,,,1.0,,1.0,3.0,45.0,5.0,5.0,0.0,4.0,5.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,
4103,2008.0,2.0,1979.0,853.0,16.0,3.0,2112.0,2.0,114.0,4.0,6.0,9.0,,,,,2.0,,30.0,0.0,5.0,0.0,2.0,200.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,
4105,2007.0,2.0,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,2011.0,2.0,1986.0,351.0,4.0,1.0,263.0,0.0,1418.0,3.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0
4107,2016.0,1.0,1988.0,291.0,3.0,2.0,6121.0,6.0,101.0,1.0,6.0,8.0,,,,,1.0,,40.0,5.0,5.0,0.0,2.0,290.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,
4109,2008.0,2.0,1987.0,661.0,11.0,3.0,324.0,0.0,118.0,1.0,3.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,240.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0
4111,2007.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,2013.0,2.0,1991.0,141.0,3.0,1.0,4155.0,4.0,407.0,1.0,3.0,3.0,,,,,1.0,,48.0,6.0,6.0,0.0,2.0,120.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
4115,2008.0,1.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,2016.0,2.0,1990.0,561.0,9.0,1.0,5319.0,5.0,111.0,1.0,1.0,1.0,,,,,1.0,,66.0,0.0,6.0,0.0,2.0,150.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,
4117,2007.0,2.0,1986.0,561.0,9.0,1.0,6161.0,6.0,111.0,1.0,1.0,1.0,,,,,,1.0,48.0,0.0,6.0,0.0,2.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,
4118,2012.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,2011.0,1.0,1987.0,855.0,16.0,1.0,2141.0,2.0,117.0,6.0,1.0,1.0,,,,,,,12.0,0.0,3.0,0.0,2.0,70.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,
4120,2013.0,2.0,1991.0,465.0,7.0,1.0,263.0,0.0,101.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,1800.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
4122,2012.0,1.0,1989.0,759.0,14.0,3.0,6130.0,6.0,111.0,1.0,6.0,6.0,,,,,1.0,,45.0,2.0,5.0,0.0,2.0,190.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
4124,2010.0,2.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,2008.0,1.0,1981.0,479.0,7.0,1.0,6153.0,6.0,124.0,1.0,1.0,1.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,
4126,2010.0,1.0,1983.0,479.0,7.0,1.0,6153.0,6.0,124.0,1.0,1.0,1.0,,,,,,,48.0,0.0,6.0,0.0,2.0,150.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,
4130,2008.0,2.0,1980.0,852.0,16.0,3.0,2121.0,2.0,825.0,5.0,5.0,9.0,,,,,1.0,,40.0,0.0,5.5,0.0,1.0,2000.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,
4131,2015.0,1.0,1992.0,843.0,15.0,3.0,2502.0,2.0,818.0,5.0,6.0,9.0,,,6.0,,1.0,,40.0,0.0,5.0,0.0,2.0,190.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,
4132,2007.0,1.0,1982.0,721.0,13.0,1.0,1402.0,1.0,112.0,1.0,3.0,3.0,,,8.0,,1.0,1.0,40.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,
4133,2014.0,1.0,1983.0,411.0,6.0,1.0,263.0,0.0,121.0,1.0,6.0,6.0,,,,,1.0,,40.0,10.0,5.0,0.0,1.0,2800.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
4135,2007.0,1.0,1984.0,162.0,3.0,1.0,8241.0,8.0,404.0,1.0,3.0,3.0,,,7.0,,1.0,1.0,44.0,0.0,5.5,0.0,1.0,1600.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,
4136,2017.0,1.0,1992.0,713.0,13.0,1.0,1332.0,1.0,116.0,1.0,3.0,3.0,,,,,1.0,,40.0,3.0,5.0,0.0,1.0,2600.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
4137,2019.0,2.0,1992.0,851.0,16.0,3.0,2130.0,2.0,9700.0,2.0,3.0,7.0,,,,,2.0,,40.0,1.0,5.0,0.0,5.0,1.6,4.0,3.0,3.0,3.0,3.0,5.0,2.0,
4139,2013.0,1.0,1984.0,212.0,3.0,2.0,6121.0,6.0,114.0,1.0,6.0,8.0,,,,,1.0,,40.0,10.0,5.0,0.0,1.0,3800.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,
4140,2015.0,2.0,1991.0,641.0,11.0,3.0,324.0,0.0,102.0,4.0,3.0,9.0,,,,,1.0,,40.0,20.0,5.0,0.0,1.0,4300.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
4143,2008.0,2.0,1983.0,852.0,16.0,1.0,2121.0,2.0,111.0,5.0,6.0,6.0,,,3.0,,2.0,,20.0,0.0,5.0,0.0,2.0,100.0,3.0,2.0,4.0,2.0,4.0,4.0,9090909.0,
4144,2007.0,1.0,1979.0,843.0,15.0,3.0,2502.0,2.0,917.0,5.0,5.0,9.0,,,8.0,,1.0,1.0,45.0,0.0,5.0,0.0,2.0,250.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
4145,2008.0,2.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,2016.0,1.0,1986.0,952.0,19.0,1.0,8124.0,8.0,116.0,1.0,1.0,1.0,,,,,,,70.0,0.0,7.0,0.0,2.0,200.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,
4148,2010.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,2007.0,1.0,1979.0,467.0,7.0,2.0,262.0,0.0,115.0,1.0,8.0,9.0,,,8.0,,1.0,1.0,40.0,0.0,5.0,0.0,1.0,3000.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,
4150,2017.0,2.0,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,2007.0,1.0,1981.0,751.0,14.0,1.0,299.0,0.0,101.0,1.0,4.0,4.0,,,8.0,,1.0,1.0,40.0,0.0,5.0,0.0,2.0,180.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
4155,2008.0,1.0,1986.0,141.0,3.0,1.0,261.0,0.0,124.0,1.0,5.0,5.0,,,,,1.0,,40.0,5.0,5.0,1.0,1.0,1800.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,
4156,2009.0,1.0,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,2011.0,2.0,1985.0,949.0,19.0,3.0,2311.0,2.0,825.0,4.0,3.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,220.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
4158,2015.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,2007.0,1.0,1981.0,581.0,10.0,2.0,1343.0,1.0,115.0,1.0,6.0,6.0,,,8.0,,1.0,1.0,40.0,0.0,5.0,0.0,2.0,190.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,
4162,2011.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,2017.0,2.0,1992.0,479.0,7.0,3.0,6179.0,6.0,407.0,1.0,6.0,9.0,,,2.0,,1.0,,40.0,0.0,5.0,0.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,
4165,2008.0,1.0,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,2014.0,2.0,1990.0,861.0,17.0,1.0,3012.0,3.0,101.0,1.0,8.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,6000.0,4.0,3.0,4.0,3.0,3.0,5.0,1.0,2.0
4169,2013.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,2008.0,2.0,1987.0,468.0,7.0,2.0,281.0,0.0,123.0,1.0,7.0,9.0,,,,,1.0,,40.0,5.0,5.0,0.0,1.0,2200.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0
4171,2008.0,1.0,1987.0,912.0,18.0,3.0,5240.0,5.0,100.0,1.0,1.0,1.0,,,,,2.0,,16.0,0.0,2.0,0.0,2.0,30.0,4.0,3.0,2.0,3.0,3.0,4.0,9090908.0,
4172,2010.0,2.0,1989.0,851.0,16.0,1.0,2130.0,2.0,111.0,1.0,2.0,2.0,,,,,1.0,,40.0,5.0,5.0,0.0,2.0,110.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,
4173,2010.0,1.0,1989.0,423.0,6.0,1.0,8422.0,8.0,117.0,1.0,1.0,1.0,,,,,1.0,,48.0,5.0,6.0,0.0,2.0,180.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
4174,2010.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,2010.0,2.0,1983.0,471.0,7.0,3.0,6161.0,6.0,125.0,1.0,6.0,9.0,,,3.0,,1.0,,48.0,0.0,6.0,0.0,2.0,120.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,
4180,2015.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,2008.0,2.0,1987.0,212.0,3.0,2.0,294.0,0.0,111.0,1.0,6.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,
