영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,배급사,rating_mean,grade,genre,running_time,배급사 순위,grade_15세 이상 관람가,grade_전체 관람가,grade_청소년 관람불가,genre_드라마/로맨스/코미디,genre_스릴러/공포/미스터리,genre_애니메이션,genre_액션/어드벤처/SF,nation_미국,nation_미국 외 서구 국가,nation_한국,nation_한국 외 아시아
인시디어스: 빨간 문,2023-07-19,4096944506,401656,758,18759,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,6.37414966,15세 이상 관람가,스릴러/공포/미스터리,107분,11,1,0,0,0,1,0,0,1,0,0,0
싱글 인 서울,2023-11-29,3738633028,399575,917,32523,한국,롯데컬처웍스(주)롯데엔터테인먼트,8.736842105,12세 이상 관람가,드라마/로맨스/코미디,103분,4,0,0,0,1,0,0,0,0,0,1,0
스위치,2023-01-04,3794475810,399269,912,36963,한국,롯데컬처웍스(주)롯데엔터테인먼트,7.515337423,12세 이상 관람가,애니메이션,113분,4,0,0,0,0,0,1,0,0,0,1,0
카운트,2023-02-22,3783714091,398442,946,37254,한국,(주)씨제이이엔엠,9.028455285,12세 이상 관람가,드라마/로맨스/코미디,109분,11,0,0,0,1,0,0,0,0,0,1,0
상견니,2023-01-25,3612460638,361213,699,31233,한국 외 아시아,오드,7.989717224,15세 이상 관람가,드라마/로맨스/코미디,107분,11,1,0,0,1,0,0,0,0,0,0,1
더 넌 2,2023-09-27,3754295273,360743,720,20965,미국,워너브러더스 코리아(주),6.81184669,15세 이상 관람가,스릴러/공포/미스터리,109분,8,1,0,0,0,1,0,0,1,0,0,0
트롤: 밴드 투게더,2023-12-20,3109643201,336939,845,10585,미국,유니버설픽쳐스인터내셔널 코리아(유),8.016574586,전체 관람가,애니메이션,91분,11,0,1,0,0,0,1,0,1,0,0,0
뽀로로 극장판 슈퍼스타 대모험,2023-12-13,2933239296,321190,850,13576,한국,씨제이 씨지브이(CJ CGV)(주),9.5,전체 관람가,애니메이션,78분,6,0,1,0,0,0,1,0,0,0,1,0
웅남이,2023-03-22,2868959071,314241,829,36060,한국,씨제이 씨지브이(CJ CGV)(주),6.645728643,15세 이상 관람가,드라마/로맨스/코미디,97분,6,1,0,0,1,0,0,0,0,0,1,0
거미집,2023-09-27,3003379576,313686,1058,27130,한국,(주)바른손이앤에이,6.775903614,15세 이상 관람가,드라마/로맨스/코미디,132분,11,1,0,0,1,0,0,0,0,0,1,0
던전 앤 드래곤: 도적들의 명예,2023-03-29,2935281137,293760,1105,34065,미국,롯데컬처웍스(주)롯데엔터테인먼트,8.248908297,12세 이상 관람가,액션/어드벤처/SF,134분,4,0,0,0,0,0,0,1,1,0,0,0
용감한 시민,2023-10-25,2445021472,266816,887,30438,한국,(주)마인드마크,9.060913706,15세 이상 관람가,액션/어드벤처/SF,112분,7,1,0,0,0,0,0,1,0,0,1,0
화란,2023-10-11,2515803090,264050,976,35554,한국,플러스엠 엔터테인먼트,5.914600551,15세 이상 관람가,드라마/로맨스/코미디,124분,1,1,0,0,1,0,0,0,0,0,1,0
크리에이터,2023-10-03,2775280272,262823,878,25149,미국,월트디즈니컴퍼니코리아 유한책임회사,7.099337748,12세 이상 관람가,액션/어드벤처/SF,133분,2,0,0,0,0,0,0,1,1,0,0,0
옥수역귀신,2023-04-19,2744049700,256520,314,13683,한국,(주)스마일이엔티,5.988023952,15세 이상 관람가,스릴러/공포/미스터리,80분,11,1,0,0,0,1,0,0,0,0,1,0
아임 히어로 더 파이널,2023-03-01,6059713000,250702,146,8897,한국,씨제이포디플렉스 주식회사,9.955789474,전체 관람가,다큐멘터리/공연실황/기타,102분,11,0,1,0,0,0,0,0,0,0,1,0
소울메이트,2023-03-15,2268064069,234775,749,28260,한국,(주)넥스트엔터테인먼트월드(NEW),7.438943894,12세 이상 관람가,드라마/로맨스/코미디,124분,9,0,0,0,1,0,0,0,0,0,1,0
메간,2023-01-25,2331686898,230874,704,21067,미국,유니버설픽쳐스인터내셔널 코리아(유),8.032069971,15세 이상 관람가,스릴러/공포/미스터리,102분,11,1,0,0,0,1,0,0,1,0,0,0
나폴레옹,2023-12-06,2241973950,225372,822,17910,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,7.169139466,15세 이상 관람가,다큐멘터리/공연실황/기타,158분,11,1,0,0,0,0,0,0,1,0,0,0
바빌론,2023-02-01,2150176805,213635,852,21533,미국,롯데컬처웍스(주)롯데엔터테인먼트,7.629807692,청소년 관람불가,드라마/로맨스/코미디,189분,4,0,0,1,1,0,0,0,1,0,0,0
베니스 유령 살인사건,2023-09-13,2004013347,205102,876,27978,미국,월트디즈니컴퍼니코리아 유한책임회사,7.32967033,12세 이상 관람가,스릴러/공포/미스터리,103분,2,0,0,0,0,1,0,0,1,0,0,0
멍뭉이,2023-03-01,1832643386,196529,649,15443,한국,(주)키다리스튜디오,9.467914439,전체 관람가,드라마/로맨스/코미디,113분,11,0,1,0,1,0,0,0,0,0,1,0
킬링 로맨스,2023-04-14,1833415642,191650,998,26101,한국,롯데컬처웍스(주)롯데엔터테인먼트,5.528368794,15세 이상 관람가,드라마/로맨스/코미디,107분,4,1,0,0,1,0,0,0,0,0,1,0
헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,1810802776,185428,986,19749,미국,(주)누리픽쳐스,8.108,15세 이상 관람가,액션/어드벤처/SF,157분,11,1,0,0,0,0,0,1,1,0,0,0
퍼피 구조대: 더 마이티 무비,2023-10-06,1565577076,172444,566,9673,미국,롯데컬처웍스(주)롯데엔터테인먼트,9.153846154,전체 관람가,애니메이션,92분,4,0,1,0,0,0,1,0,1,0,0,0
가문의 영광: 리턴즈,2023-09-21,1608459160,167878,823,20003,한국,(주)넥스트엔터테인먼트월드(NEW),3.235880399,15세 이상 관람가,드라마/로맨스/코미디,99분,9,1,0,0,1,0,0,0,0,0,1,0
플라워 킬링 문,2023-10-19,1573261909,166226,719,14422,미국,롯데컬처웍스(주)롯데엔터테인먼트,8.319838057,청소년 관람불가,스릴러/공포/미스터리,206분,4,0,0,1,0,1,0,0,1,0,0,0
마루이 비디오,2023-02-22,1705521500,165892,284,8962,한국,씨제이 씨지브이(CJ CGV)(주),8.267241379,15세 이상 관람가,스릴러/공포/미스터리,87분,6,1,0,0,0,1,0,0,0,0,1,0
극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,1278771994,141025,601,8252,한국 외 아시아,(주)넥스트엔터테인먼트월드(NEW),7.652173913,전체 관람가,애니메이션,74분,9,0,1,0,0,0,1,0,0,0,0,1
극장판 슈퍼윙스: 맥시멈 스피드,2023-07-20,1192070958,135976,407,6202,한국,(주)넥스트엔터테인먼트월드(NEW),9.243055556,전체 관람가,애니메이션,89분,9,0,1,0,0,0,1,0,0,0,1,0
보호자,2023-08-15,1238963700,128534,685,11004,한국,(주)에이스메이커무비웍스,5.138297872,15세 이상 관람가,액션/어드벤처/SF,97분,11,1,0,0,0,0,0,1,0,0,1,0
두다다쿵: 후후섬의 비밀,2023-02-15,1136395650,125978,514,8549,한국,(주)넥스트엔터테인먼트월드(NEW),8.958823529,전체 관람가,애니메이션,83분,9,0,1,0,0,0,1,0,0,0,1,0
메가로돈 2,2023-08-15,1314843169,125935,415,7812,미국,워너브러더스 코리아(주),5.423728814,12세 이상 관람가,액션/어드벤처/SF,116분,8,0,0,0,0,0,0,1,1,0,0,0
그란 투리스모,2023-09-20,1193485239,119510,883,17724,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,8.738461538,12세 이상 관람가,액션/어드벤처/SF,134분,11,0,0,0,0,0,0,1,1,0,0,0
에브리씽 에브리웨어 올 앳 원스+,2023-03-01,1141195984,111526,234,8675,미국,워터홀컴퍼니(주),7.278481013,15세 이상 관람가,액션/어드벤처/SF,139분,11,1,0,0,0,0,0,1,1,0,0,0
캐리와 슈퍼콜라,2023-01-18,1024270819,111071,474,6707,한국,롯데컬처웍스(주)롯데엔터테인먼트,9.189189189,전체 관람가,애니메이션,79분,4,0,1,0,0,0,1,0,0,0,1,0
뉴 노멀,2023-11-08,987958873,103037,546,10934,한국,(주)바이포엠스튜디오,8.298056156,15세 이상 관람가,스릴러/공포/미스터리,113분,11,1,0,0,0,1,0,0,0,0,1,0
극장판 도라에몽: 진구와 하늘의 유토피아,2023-07-08,885287800,97700,283,5335,한국 외 아시아,씨제이 씨지브이(CJ CGV)(주),8.422535211,전체 관람가,애니메이션,107분,6,0,1,0,0,0,1,0,0,0,0,1
화사한 그녀,2023-10-11,888872900,96146,414,12805,한국,(주)제이앤씨미디어그룹,4.409774436,12세 이상 관람가,드라마/로맨스/코미디,121분,11,0,0,0,1,0,0,0,0,0,1,0
방탄소년단: 옛 투 컴 인 시네마,2023-02-01,2035659000,92539,120,6188,한국,씨제이포디플렉스 주식회사,9.429245283,전체 관람가,다큐멘터리/공연실황/기타,103분,11,0,1,0,0,0,0,0,0,0,1,0
아이유 콘서트 : 더 골든 아워,2023-09-13,2050388000,87628,63,2915,한국,씨제이 씨지브이(CJ CGV)(주),9.945295405,전체 관람가,다큐멘터리/공연실황/기타,171분,6,0,1,0,0,0,0,0,0,0,1,0
말하고 싶은 비밀,2023-12-13,830354541,85832,401,5277,한국 외 아시아,(주)바이포엠스튜디오,8.273809524,전체 관람가,드라마/로맨스/코미디,111분,11,0,1,0,1,0,0,0,0,0,0,1
악마들,2023-07-05,814798273,81521,613,10220,한국,TCO(주)더콘텐츠온,5.870879121,청소년 관람불가,액션/어드벤처/SF,106분,11,0,0,1,0,0,0,1,0,0,1,0
명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인,2023-06-23,849594700,81475,176,4611,한국 외 아시아,(주)씨제이이엔엠,7.709090909,12세 이상 관람가,애니메이션,89분,11,0,0,0,0,0,1,0,0,0,0,1
파벨만스,2023-03-22,819973157,81467,450,8892,미국,(주)씨제이이엔엠,8.884816754,12세 이상 관람가,드라마/로맨스/코미디,151분,11,0,0,0,1,0,0,0,1,0,0,0
엑소시스트: 믿는 자,2023-10-18,828698635,80219,630,10753,미국,유니버설픽쳐스인터내셔널 코리아(유),5.425925926,15세 이상 관람가,스릴러/공포/미스터리,111분,11,1,0,0,0,1,0,0,1,0,0,0
샤잠! 신들의 분노,2023-03-15,830461274,78743,799,14012,미국,워너브러더스 코리아(주),5.829861111,12세 이상 관람가,액션/어드벤처/SF,130분,8,0,0,0,0,0,0,1,1,0,0,0
닌자터틀: 뮤턴트 대소동,2023-09-14,638211569,71001,650,7911,미국,롯데컬처웍스(주)롯데엔터테인먼트,7.562043796,전체 관람가,애니메이션,99분,4,0,1,0,0,0,1,0,1,0,0,0
쏘우 X,2023-12-13,661767453,63477,571,7041,미국,(주)올스타엔터테인먼트,8.995575221,청소년 관람불가,스릴러/공포/미스터리,118분,11,0,0,1,0,1,0,0,1,0,0,0
익스펜더블 4,2023-10-18,606052589,63379,634,10979,미국,(주)올스타엔터테인먼트,7.335504886,청소년 관람불가,액션/어드벤처/SF,103분,11,0,0,1,0,0,0,1,1,0,0,0
바람 따라 만나리 : 김호중의 계절,2023-10-18,1259322000,56054,78,2768,한국,씨제이포디플렉스 주식회사,9.990950226,전체 관람가,다큐멘터리/공연실황/기타,108분,11,0,1,0,0,0,0,0,0,0,1,0
라일 라일 크로커다일,2023-01-18,502081439,54192,384,5072,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,7.812765957,전체 관람가,다큐멘터리/공연실황/기타,106분,11,0,1,0,0,0,0,0,1,0,0,0
렌필드,2023-04-19,488403949,53358,577,9702,미국,유니버설픽쳐스인터내셔널 코리아(유),7.32046332,청소년 관람불가,액션/어드벤처/SF,93분,11,0,0,1,0,0,0,1,1,0,0,0
스파이 코드명 포춘,2023-08-30,437453701,47004,477,6623,미국,(주)레드아이스 엔터테인먼트,6.119402985,15세 이상 관람가,액션/어드벤처/SF,114분,11,1,0,0,0,0,0,1,1,0,0,0
더 와일드: 야수들의 전쟁,2023-11-15,384063300,44540,239,5458,한국,TCO(주)더콘텐츠온,7.272727273,청소년 관람불가,스릴러/공포/미스터리,111분,11,0,0,1,0,1,0,0,0,0,1,0
도티와 영원의 탑,2023-12-27,388161976,41696,370,2021,한국,(주)넥스트엔터테인먼트월드(NEW),9.211382114,전체 관람가,애니메이션,86분,9,0,1,0,0,0,1,0,0,0,1,0
오토라는 남자,2023-03-29,345305730,38645,371,5893,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,8.482517483,12세 이상 관람가,드라마/로맨스/코미디,126분,11,0,0,0,1,0,0,0,1,0,0,0
틴에이지 크라켄 루비,2023-07-25,297448950,38547,203,3723,미국,유니버설픽쳐스인터내셔널 코리아(유),8.342105263,전체 관람가,애니메이션,91분,11,0,1,0,0,0,1,0,1,0,0,0
TAR 타르,2023-02-22,380936984,38090,197,3173,미국,유니버설픽쳐스인터내셔널 코리아(유),7.744769874,15세 이상 관람가,드라마/로맨스/코미디,158분,11,1,0,0,1,0,0,0,1,0,0,0
플레인,2023-03-15,345665658,37691,358,5405,미국,(주)누리픽쳐스,7.937908497,15세 이상 관람가,액션/어드벤처/SF,107분,11,1,0,0,0,0,0,1,1,0,0,0
롱디,2023-05-10,308893500,36777,262,4957,한국,(주)넥스트엔터테인먼트월드(NEW),8.01986755,12세 이상 관람가,드라마/로맨스/코미디,101분,9,0,0,0,1,0,0,0,0,0,1,0
극장판 우당탕탕 은하안전단: 진정한 용기!,2023-11-30,256074430,33858,261,2471,한국,(주)넥스트엔터테인먼트월드(NEW),9.125,전체 관람가,애니메이션,64분,9,0,1,0,0,0,1,0,0,0,1,0
똑똑똑,2023-03-08,298318620,33771,472,6259,미국,유니버설픽쳐스인터내셔널 코리아(유),5.234146341,15세 이상 관람가,스릴러/공포/미스터리,100분,11,1,0,0,0,1,0,0,1,0,0,0
몬스터 하우스2: 인비져블 피닉스,2023-02-02,294228222,33671,357,3069,그 외,(주)박수엔터테인먼트,8.384615385,전체 관람가,애니메이션,85분,11,0,1,0,0,0,1,0,0,0,0,0
아버지의 마음,2023-07-20,330119906,33407,85,999,한국,(주)드림팩트엔터테인먼트,9.963157895,전체 관람가,다큐멘터리/공연실황/기타,99분,11,0,1,0,0,0,0,0,0,0,1,0
극장판 파워 디지몬 더 비기닝,2023-11-29,322378200,33280,197,2787,한국 외 아시아,에스엠지홀딩스 주식회사,5.909090909,12세 이상 관람가,애니메이션,80분,11,0,0,0,0,0,1,0,0,0,0,1
네가 떨어뜨린 푸른 하늘,2023-02-08,308030509,32116,449,5370,한국 외 아시아,메가박스중앙(주),6.374301676,12세 이상 관람가,드라마/로맨스/코미디,93분,11,0,0,0,1,0,0,0,0,0,0,1
메리 마이 데드 바디,2023-05-17,346701400,30333,103,2040,한국 외 아시아,주식회사 원더스튜디오,9.068493151,12세 이상 관람가,드라마/로맨스/코미디,129분,11,0,0,0,1,0,0,0,0,0,0,1
여귀교- 저주를 부르는 게임,2023-11-15,252570027,27703,401,4218,한국 외 아시아,메가박스중앙(주),5.584615385,15세 이상 관람가,스릴러/공포/미스터리,102분,11,1,0,0,0,1,0,0,0,0,0,1
괴담만찬,2023-10-18,220853620,27389,162,3697,한국,TCO(주)더콘텐츠온,5.676724138,15세 이상 관람가,스릴러/공포/미스터리,118분,11,1,0,0,0,1,0,0,0,0,1,0
마이 샤이니 월드,2023-11-03,583138000,26402,118,2377,한국,메가박스중앙(주),9.67826087,전체 관람가,다큐멘터리/공연실황/기타,112분,11,0,1,0,0,0,0,0,0,0,1,0
80일간의 세계일주,2023-09-27,229296950,26391,171,1619,미국 외 서구 국가,(주)제이앤씨미디어그룹,7.764705882,전체 관람가,애니메이션,82분,11,0,1,0,0,0,1,0,0,1,0,0
사채소년,2023-11-22,193789300,26148,211,3257,한국,영화사빅,7.616161616,15세 이상 관람가,액션/어드벤처/SF,105분,11,1,0,0,0,0,0,1,0,0,1,0
엔시티 네이션 : 투 더 월드 인 시네마,2023-12-06,553420000,25030,87,2082,한국,씨제이포디플렉스 주식회사,9.136363636,전체 관람가,다큐멘터리/공연실황/기타,102분,11,0,1,0,0,0,0,0,0,0,1,0
플로라 앤 썬,2023-09-22,182027800,24613,120,2706,미국,씨제이 씨지브이(CJ CGV)(주),8.019607843,15세 이상 관람가,드라마/로맨스/코미디,97분,6,1,0,0,1,0,0,0,1,0,0,0
천룡팔부: 교봉전,2023-01-25,211184266,24394,300,3441,한국 외 아시아,(주)팝엔터테인먼트,6.678571429,15세 이상 관람가,액션/어드벤처/SF,130분,11,1,0,0,0,0,0,1,0,0,0,1
무명,2023-04-26,203825737,22443,201,2050,한국 외 아시아,(주)콘텐츠판다,8.050955414,15세 이상 관람가,스릴러/공포/미스터리,132분,11,1,0,0,0,1,0,0,0,0,0,1
너는 내 아들,2023-06-28,195190908,22280,117,1420,미국,주식회사 블루필름웍스,8.861111111,12세 이상 관람가,드라마/로맨스/코미디,102분,11,0,0,0,1,0,0,0,1,0,0,0
빈틈없는 사이,2023-07-05,203095710,22198,291,3043,한국,(주)갤리온엔터테인먼트,7.440993789,15세 이상 관람가,드라마/로맨스/코미디,112분,11,1,0,0,1,0,0,0,0,0,1,0
스트리머,2023-05-10,198703100,22111,181,2720,한국,TCO(주)더콘텐츠온,4.668918919,15세 이상 관람가,스릴러/공포/미스터리,89분,11,1,0,0,0,1,0,0,0,0,1,0
카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,2023-04-06,240958900,21564,107,2296,한국 외 아시아,(주)디스테이션,9.050847458,15세 이상 관람가,애니메이션,105분,11,1,0,0,0,0,1,0,0,0,0,1
드림쏭2,2023-10-03,183372014,21217,389,2087,미국,주식회사 원더스튜디오,7.846153846,전체 관람가,애니메이션,90분,11,0,1,0,0,0,1,0,1,0,0,0
극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,2023-02-02,202097717,19711,123,2753,한국 외 아시아,(주)애니플러스,7.307692308,15세 이상 관람가,애니메이션,109분,11,1,0,0,0,0,1,0,0,0,0,1
오픈 더 도어,2023-10-25,160931400,19202,213,3597,한국,(주)콘텐츠판다,5.781818182,15세 이상 관람가,스릴러/공포/미스터리,71분,11,1,0,0,0,1,0,0,0,0,1,0
나는 여기에 있다,2023-04-12,143076700,18504,122,1280,한국,와이드 릴리즈(주),7.137614679,15세 이상 관람가,스릴러/공포/미스터리,82분,11,1,0,0,0,1,0,0,0,0,1,0
시뮬런트,2023-11-02,152436774,18195,265,2041,미국,(주)영화특별시에스엠씨,6.102040816,15세 이상 관람가,액션/어드벤처/SF,95분,11,1,0,0,0,0,0,1,1,0,0,0
청춘 돼지는 외출하는 여동생의 꿈을 꾸지 않는다,2023-08-31,149766354,15733,51,1159,한국 외 아시아,,7.647058824,12세 이상 관람가,애니메이션,74분,11,0,0,0,0,0,1,0,0,0,0,1
일주일간 친구,2023-09-06,167503800,15718,142,2421,한국 외 아시아,주식회사 올랄라스토리,7.989473684,12세 이상 관람가,드라마/로맨스/코미디,106분,11,0,0,0,1,0,0,0,0,0,0,1
"기억해, 우리가 사랑한 시간",2023-10-11,135179400,14752,178,3140,한국 외 아시아,(주)도키엔터테인먼트,8.177966102,전체 관람가,드라마/로맨스/코미디,96분,11,0,1,0,1,0,0,0,0,0,0,1
엑소시스트: 더 바티칸,2023-05-10,135422965,14639,134,2335,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,7.391304348,15세 이상 관람가,스릴러/공포/미스터리,103분,11,1,0,0,0,1,0,0,1,0,0,0
원 모어 찬스,2023-11-01,87720900,14080,121,1743,한국 외 아시아,(주)팝엔터테인먼트,7.657894737,12세 이상 관람가,다큐멘터리/공연실황/기타,114분,11,0,0,0,0,0,0,0,0,0,0,1
더 킬러,2023-10-25,118471100,14036,78,1415,미국,씨제이 씨지브이(CJ CGV)(주),7.907692308,15세 이상 관람가,스릴러/공포/미스터리,118분,6,1,0,0,0,1,0,0,1,0,0,0
오글리스: 웰컴 투 냄새 마을,2023-04-06,114511970,13747,256,1272,미국 외 서구 국가,(주)박수엔터테인먼트,7.125,전체 관람가,애니메이션,82분,11,0,1,0,0,0,1,0,0,1,0,0
조이 라이드,2023-08-30,115023758,13436,225,2169,미국,판씨네마(주),6.789473684,청소년 관람불가,드라마/로맨스/코미디,95분,11,0,0,1,1,0,0,0,1,0,0,0
유랑지구2,2023-05-10,103069320,13360,138,885,한국 외 아시아,(주)박수엔터테인먼트,6.527272727,12세 이상 관람가,액션/어드벤처/SF,173분,11,0,0,0,0,0,0,1,0,0,0,1
헌티드 맨션,2023-07-26,119461383,12877,187,1551,미국,월트디즈니컴퍼니코리아 유한책임회사,8.237623762,12세 이상 관람가,드라마/로맨스/코미디,123분,2,0,0,0,1,0,0,0,1,0,0,0
나의 행복한 결혼,2023-10-11,92340248,12382,109,2276,한국 외 아시아,(주)디스테이션,8.672413793,12세 이상 관람가,액션/어드벤처/SF,113분,11,0,0,0,0,0,0,1,0,0,0,1
우리 사랑이 향기로 남을 때,2023-02-08,115424800,12364,173,2732,한국,주식회사 콘텐츠존,6.986238532,15세 이상 관람가,드라마/로맨스/코미디,108분,11,1,0,0,1,0,0,0,0,0,1,0
라이드 온,2023-05-31,101034008,12117,100,841,한국 외 아시아,(주)넥스트엔터테인먼트월드(NEW),7.604651163,12세 이상 관람가,액션/어드벤처/SF,126분,9,0,0,0,0,0,0,1,0,0,0,1
부기맨,2023-06-06,128541164,12059,193,1945,미국,월트디즈니컴퍼니코리아 유한책임회사,7.352112676,15세 이상 관람가,스릴러/공포/미스터리,98분,2,1,0,0,0,1,0,0,1,0,0,0
치치치 치킨의 비밀,2023-08-24,102686450,12034,156,1264,한국 외 아시아,(주)팝엔터테인먼트,6.291666667,전체 관람가,애니메이션,94분,11,0,1,0,0,0,1,0,0,0,0,1
풍재기시,2023-07-05,95329881,10738,174,1290,한국 외 아시아,(주)빅브라더스,6.72972973,15세 이상 관람가,스릴러/공포/미스터리,144분,11,1,0,0,0,1,0,0,0,0,0,1
노 엑시트,2023-12-13,79714789,9669,118,902,미국,(주)이놀미디어,6.461538462,청소년 관람불가,스릴러/공포/미스터리,95분,11,0,0,1,0,1,0,0,1,0,0,0
기적을 믿는 소녀,2023-07-05,88590300,9476,76,489,미국,홀리가든,9.28125,전체 관람가,드라마/로맨스/코미디,100분,11,0,1,0,1,0,0,0,1,0,0,0
극장판 파워레인저 캡틴포스: 지구를 위한 싸움,2023-01-19,82651478,8700,147,1095,한국 외 아시아,트윈플러스파트너스(주),9.32,전체 관람가,액션/어드벤처/SF,61분,11,0,1,0,0,0,0,1,0,0,0,1
엘 카미노,2023-03-29,90188000,8528,34,823,한국,씨제이 씨지브이(CJ CGV)(주),9.8,15세 이상 관람가,드라마/로맨스/코미디,87분,6,1,0,0,1,0,0,0,0,0,1,0
힙노틱,2023-09-20,78114011,8405,113,1170,미국,(주)레드아이스 엔터테인먼트,6.923566879,15세 이상 관람가,액션/어드벤처/SF,93분,11,1,0,0,0,0,0,1,1,0,0,0
샤이닝,2023-06-28,71236578,8325,45,695,미국,워너브러더스 코리아(주),8.456521739,청소년 관람불가,스릴러/공포/미스터리,144분,8,0,0,1,0,1,0,0,1,0,0,0
아머드 사우루스: 기계공룡제국의 침략,2023-04-20,76296435,8252,236,1042,한국,트윈플러스파트너스(주),8.904761905,전체 관람가,애니메이션,85분,11,0,1,0,0,0,1,0,0,0,1,0
강다니엘: 마이 퍼레이드,2023-08-30,158654500,7933,26,287,한국,씨제이 씨지브이(CJ CGV)(주),9.795454545,전체 관람가,다큐멘터리/공연실황/기타,102분,6,0,1,0,0,0,0,0,0,0,1,0
마에스트로 번스타인,2023-12-06,65324100,7874,61,839,미국,씨제이 씨지브이(CJ CGV)(주),8.55,15세 이상 관람가,드라마/로맨스/코미디,129분,6,1,0,0,1,0,0,0,1,0,0,0
곰돌이 푸: 피와 꿀,2023-04-06,88613286,7792,189,1508,미국 외 서구 국가,(주)팝엔터테인먼트,5.269430052,청소년 관람불가,스릴러/공포/미스터리,84분,11,0,0,1,0,1,0,0,0,1,0,0
문맨,2023-01-11,58867108,7539,134,883,한국 외 아시아,(주)스튜디오디에이치엘,6.364583333,12세 이상 관람가,드라마/로맨스/코미디,122분,11,0,0,0,1,0,0,0,0,0,0,1
비의도적 연애담 스페셜,2023-06-14,107713000,7181,23,289,한국,주식회사 넘버쓰리픽쳐스,9.865168539,12세 이상 관람가,드라마/로맨스/코미디,122분,11,0,0,0,1,0,0,0,0,0,1,0
비밀,2023-12-13,68269305,6721,126,876,한국,(주)영화특별시에스엠씨,9.830645161,청소년 관람불가,스릴러/공포/미스터리,110분,11,0,0,1,0,1,0,0,0,0,1,0
샷건 웨딩,2023-03-29,51048300,6661,126,1307,미국,와이드 릴리즈(주),7.166666667,15세 이상 관람가,드라마/로맨스/코미디,105분,11,1,0,0,1,0,0,0,1,0,0,0
크리드 3,2023-03-01,62865600,6366,156,1960,미국,워너브러더스 코리아(주),8.031914894,15세 이상 관람가,드라마/로맨스/코미디,116분,8,1,0,0,1,0,0,0,1,0,0,0
틸,2023-03-22,54991600,6198,122,1183,미국,유니버설픽쳐스인터내셔널 코리아(유),7.4,12세 이상 관람가,드라마/로맨스/코미디,131분,11,0,0,0,1,0,0,0,1,0,0,0
칸다하,2023-09-20,49169213,6149,78,919,미국,(주)누리픽쳐스,8.941176471,15세 이상 관람가,액션/어드벤처/SF,119분,11,1,0,0,0,0,0,1,1,0,0,0
서태지 25주년 라이브 타임: 트래블러,2023-09-06,118467500,5924,44,489,한국,씨제이 씨지브이(CJ CGV)(주),8.913043478,전체 관람가,다큐멘터리/공연실황/기타,111분,6,0,1,0,0,0,0,0,0,0,1,0
빅트립2: 아기곰 배달 대작전,2023-05-27,49824450,5657,128,645,그 외,와이드 릴리즈(주),4.555555556,전체 관람가,애니메이션,90분,11,0,1,0,0,0,1,0,0,0,0,0
마리앙투아네트,2023-01-02,96237000,4812,8,77,한국,씨제이 씨지브이(CJ CGV)(주),10.0,15세 이상 관람가,드라마/로맨스/코미디,149분,6,1,0,0,1,0,0,0,0,0,1,0
살수,2023-02-22,42416765,4600,188,1303,한국,TCO(주)더콘텐츠온,6.88,15세 이상 관람가,액션/어드벤처/SF,101분,11,1,0,0,0,0,0,1,0,0,1,0
제이홉 인 더 박스,2023-06-16,85413500,4162,80,793,한국,롯데컬처웍스(주)롯시플,10.0,15세 이상 관람가,애니메이션,105분,3,1,0,0,0,0,1,0,0,0,1,0
귀를 기울이면,2023-04-19,32292500,4050,123,1124,한국 외 아시아,(주)팝엔터테인먼트,6.688888889,전체 관람가,애니메이션,111분,11,0,1,0,0,0,1,0,0,0,0,1
거신: 바람의 아이,2023-05-18,32844077,4046,77,442,한국,트윈플러스파트너스(주),6.925,전체 관람가,애니메이션,93분,11,0,1,0,0,0,1,0,0,0,1,0
북 클럽: 넥스트 챕터,2023-06-07,26091300,3995,19,177,미국,유니버설픽쳐스인터내셔널 코리아(유),7.774193548,15세 이상 관람가,드라마/로맨스/코미디,108분,11,1,0,0,1,0,0,0,1,0,0,0
콜드플레이 뮤직 오브 더 스피어스: 라이브 앳 리버 플레이트,2023-04-19,86592000,3936,74,1057,미국 외 서구 국가,씨제이포디플렉스 주식회사,9.421052632,전체 관람가,다큐멘터리/공연실황/기타,136분,11,0,1,0,0,0,0,0,0,1,0,0
극장판 사사키와 미야노 - 졸업편,2023-09-06,37494900,3818,65,781,한국 외 아시아,(주)디스테이션,7.769230769,12세 이상 관람가,애니메이션,60분,11,0,0,0,0,0,1,0,0,0,0,1
인디펜던스 나이트,2023-12-13,29872570,3723,59,352,미국,(주)디스테이션,4.666666667,15세 이상 관람가,스릴러/공포/미스터리,91분,11,1,0,0,0,1,0,0,1,0,0,0
