영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,배급사,rating_mean,grade,genre,running_time,배급사 순위,grade_15세 이상 관람가,grade_전체 관람가,grade_청소년 관람불가,genre_드라마/로맨스/코미디,genre_스릴러/공포/미스터리,genre_애니메이션,genre_액션/어드벤처/SF,nation_미국,nation_미국 외 서구 국가,nation_한국,nation_한국 외 아시아
국가부도의 날,2018-11-28,30845862137,3747952,1180,100804,한국,(주)씨제이이엔엠,9.136263736,12세 이상 관람가,드라마/로맨스/코미디,114분,3,0,0,0,1,0,0,0,0,0,1,0
코코,2018-01-11,27685479440,3510017,1177,85925,미국,월트디즈니컴퍼니코리아 유한책임회사,9.669354839,전체 관람가,애니메이션,104분,2,0,1,0,0,0,1,0,1,0,0,0
그것만이 내 세상,2018-01-17,27450805382,3419339,956,95431,한국,(주)씨제이이엔엠,9.607594937,12세 이상 관람가,드라마/로맨스/코미디,120분,3,0,0,0,1,0,0,0,0,0,1,0
마녀,2018-06-27,27242029463,3189091,1117,90843,한국,워너브러더스 코리아(주),5.923694779,15세 이상 관람가,스릴러/공포/미스터리,125분,5,1,0,0,0,1,0,0,0,0,1,0
탐정: 리턴즈,2018-06-13,26909459678,3152872,1137,107907,한국,(주)씨제이이엔엠,8.258064516,15세 이상 관람가,드라마/로맨스/코미디,116분,3,1,0,0,1,0,0,0,0,0,1,0
인크레더블 2,2018-07-18,24554683588,3033052,1605,70934,미국,월트디즈니컴퍼니코리아 유한책임회사,9.51497006,전체 관람가,애니메이션,125분,2,0,1,0,0,0,1,0,1,0,0,0
너의 결혼식,2018-08-22,23676244369,2820969,970,98193,한국,플러스엠 엔터테인먼트,9.471204188,15세 이상 관람가,애니메이션,9분,10,1,0,0,0,0,1,0,0,0,1,0
곤지암,2018-03-28,21442194144,2675575,1124,88477,한국,(주)쇼박스,7.139896373,15세 이상 관람가,스릴러/공포/미스터리,94분,8,1,0,0,0,1,0,0,0,0,1,0
지금 만나러 갑니다,2018-03-14,20800916128,2602273,1191,97482,한국,롯데쇼핑㈜롯데엔터테인먼트,4.859281437,12세 이상 관람가,드라마/로맨스/코미디,131분,1,0,0,0,1,0,0,0,0,0,1,0
목격자,2018-08-15,21737061097,2524720,1021,71403,한국,(주)넥스트엔터테인먼트월드(NEW),3.288888889,15세 이상 관람가,애니메이션,105분,4,1,0,0,0,0,1,0,0,0,1,0
조선명탐정: 흡혈괴마의 비밀,2018-02-08,19822789764,2444136,1249,74953,한국,(주)쇼박스,4.269886364,12세 이상 관람가,액션/어드벤처/SF,120분,8,0,0,0,0,0,0,1,0,0,1,0
신비한 동물들과 그린델왈드의 범죄,2018-11-14,20816583118,2414062,1601,76846,미국,워너브러더스 코리아(주),4.09437751,12세 이상 관람가,액션/어드벤처/SF,134분,5,0,0,0,0,0,0,1,1,0,0,0
메이즈 러너: 데스 큐어,2018-01-17,18902873104,2299732,1090,58918,미국,이십세기폭스코리아(주),6.15,12세 이상 관람가,액션/어드벤처/SF,143분,6,0,0,0,0,0,0,1,1,0,0,0
맘마미아!2,2018-08-08,19607520003,2293884,750,59060,미국,유니버설픽쳐스인터내셔널 코리아(유),8.133550489,12세 이상 관람가,다큐멘터리/공연실황/기타,114분,7,0,0,0,0,0,0,0,1,0,0,0
레디 플레이어 원,2018-03-28,19933108071,2254430,1079,77173,미국,워너브러더스 코리아(주),7.817275748,12세 이상 관람가,액션/어드벤처/SF,140분,5,0,0,0,0,0,0,1,1,0,0,0
명당,2018-09-19,17900775524,2087474,1117,58450,한국,플러스엠 엔터테인먼트,8.182,12세 이상 관람가,애니메이션,126분,10,0,0,0,0,0,1,0,0,0,1,0
협상,2018-09-19,17032133166,1967721,919,57926,한국,(주)씨제이이엔엠,8.142394822,15세 이상 관람가,스릴러/공포/미스터리,114분,3,1,0,0,0,1,0,0,0,0,1,0
마약왕,2018-12-19,15784724552,1813594,1297,41658,한국,(주)쇼박스,3.654580153,청소년 관람불가,스릴러/공포/미스터리,139분,8,0,0,1,0,1,0,0,0,0,1,0
쥬만지: 새로운 세계,2018-01-03,13814824864,1708672,791,41806,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,7.893280632,12세 이상 관람가,액션/어드벤처/SF,118분,9,0,0,0,0,0,0,1,1,0,0,0
창궐,2018-10-25,13275772490,1599290,1351,60687,한국,(주)넥스트엔터테인먼트월드(NEW),5.25,15세 이상 관람가,액션/어드벤처/SF,121분,4,1,0,0,0,0,0,1,0,0,1,0
성난황소,2018-11-22,13236490737,1593386,1010,48932,한국,(주)쇼박스,9.032454361,15세 이상 관람가,스릴러/공포/미스터리,115분,8,1,0,0,0,1,0,0,0,0,1,0
도어락,2018-12-05,12792097886,1559616,954,53732,한국,플러스엠 엔터테인먼트,5.983443709,15세 이상 관람가,스릴러/공포/미스터리,102분,10,1,0,0,0,1,0,0,0,0,1,0
리틀 포레스트,2018-02-28,11929202185,1506269,884,68414,한국,플러스엠 엔터테인먼트,9.492505353,전체 관람가,드라마/로맨스/코미디,103분,10,0,1,0,1,0,0,0,0,0,1,0
골든슬럼버,2018-02-14,11412768798,1387508,833,42991,한국,(주)씨제이이엔엠,6.952513966,15세 이상 관람가,애니메이션,105분,3,1,0,0,0,0,1,0,0,0,1,0
램페이지,2018-04-12,11951980109,1385511,909,55295,미국,워너브러더스 코리아(주),8.454148472,12세 이상 관람가,액션/어드벤처/SF,107분,5,0,0,0,0,0,0,1,1,0,0,0
궁합,2018-02-28,10478875438,1340117,966,52427,한국,(주)씨제이이엔엠,8.393501805,12세 이상 관람가,드라마/로맨스/코미디,110분,3,0,0,0,1,0,0,0,0,0,1,0
오션스8,2018-06-13,11700157266,1335829,837,55372,미국,워너브러더스 코리아(주),8.446886447,12세 이상 관람가,액션/어드벤처/SF,110분,5,0,0,0,0,0,0,1,1,0,0,0
사라진 밤,2018-03-07,10697981316,1315726,925,60087,한국,(주)키다리이엔티,9.091370558,15세 이상 관람가,애니메이션,105분,11,1,0,0,0,0,1,0,0,0,1,0
스윙키즈,2018-12-19,10308565602,1258811,984,32237,한국,(주)넥스트엔터테인먼트월드(NEW),9.097995546,12세 이상 관람가,드라마/로맨스/코미디,133분,4,0,0,0,1,0,0,0,0,0,1,0
바람 바람 바람,2018-04-05,9784385375,1194229,985,57939,한국,(주)넥스트엔터테인먼트월드(NEW),3.882736156,청소년 관람불가,드라마/로맨스/코미디,100분,4,0,0,1,1,0,0,0,0,0,1,0
PMC: 더 벙커,2018-12-26,9704247367,1179031,1081,26690,한국,(주)씨제이이엔엠,2.775193798,15세 이상 관람가,액션/어드벤처/SF,124분,3,1,0,0,0,0,0,1,0,0,1,0
퍼시픽 림: 업라이징,2018-03-21,8962712795,1077235,1145,49600,미국,유니버설픽쳐스인터내셔널 코리아(유),4.787280702,15세 이상 관람가,액션/어드벤처/SF,111분,7,1,0,0,0,0,0,1,1,0,0,0
몬스터 호텔 3,2018-08-08,7934082800,1072220,715,21247,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,8.604,전체 관람가,애니메이션,97분,9,0,1,0,0,0,1,0,1,0,0,0
스카이스크래퍼,2018-07-11,8612111718,1002858,831,40862,미국,유니버설픽쳐스인터내셔널 코리아(유),8.765060241,12세 이상 관람가,액션/어드벤처/SF,102분,7,0,0,0,0,0,0,1,1,0,0,0
염력,2018-01-31,7484644112,990104,1099,45623,한국,(주)넥스트엔터테인먼트월드(NEW),2.897795591,15세 이상 관람가,드라마/로맨스/코미디,101분,4,1,0,0,1,0,0,0,0,0,1,0
인랑,2018-07-25,7006622673,898945,1085,25427,한국,워너브러더스 코리아(주),2.402621723,15세 이상 관람가,액션/어드벤처/SF,138분,5,1,0,0,0,0,0,1,0,0,1,0
극장판 헬로카봇 : 백악기 시대,2018-08-01,6589532500,879449,758,16173,한국,(주)넥스트엔터테인먼트월드(NEW),9.445040214,전체 관람가,애니메이션,84분,4,0,1,0,0,0,1,0,0,0,1,0
레슬러,2018-05-09,6481379657,771141,957,43079,한국,롯데쇼핑㈜롯데엔터테인먼트,2.591703057,15세 이상 관람가,드라마/로맨스/코미디,110분,1,1,0,0,1,0,0,0,0,0,1,0
상류사회,2018-08-29,6313416163,768442,867,41725,한국,롯데컬처웍스(주)롯데엔터테인먼트,2.415662651,청소년 관람불가,드라마/로맨스/코미디,120분,1,0,0,1,1,0,0,0,0,0,1,0
미쓰백,2018-10-11,6040344066,722182,671,41961,한국,(주)리틀빅픽쳐스,9.581497797,15세 이상 관람가,드라마/로맨스/코미디,98분,11,1,0,0,1,0,0,0,0,0,1,0
신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,5001247250,678091,762,16175,한국,(주)씨제이이엔엠,9.232686981,전체 관람가,애니메이션,68분,3,0,1,0,0,0,1,0,0,0,1,0
스파이더맨: 뉴 유니버스,2018-12-12,5305289076,639934,722,22113,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,9.655913978,12세 이상 관람가,애니메이션,117분,9,0,0,0,0,0,1,0,1,0,0,0
인시디어스4: 라스트 키,2018-01-31,4301309864,554521,769,23869,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,5.781879195,15세 이상 관람가,스릴러/공포/미스터리,103분,9,1,0,0,0,1,0,0,1,0,0,0
툼레이더,2018-03-08,4500905762,540410,806,31823,미국,워너브러더스 코리아(주),6.75,12세 이상 관람가,액션/어드벤처/SF,118분,5,0,0,0,0,0,0,1,1,0,0,0
페르디난드,2018-01-03,3854216500,533776,698,13789,미국,이십세기폭스코리아(주),8.662337662,전체 관람가,애니메이션,108분,6,0,1,0,0,0,1,0,1,0,0,0
버닝,2018-05-17,4716771098,528435,739,26514,한국,CGV아트하우스,4.251322751,청소년 관람불가,스릴러/공포/미스터리,148분,11,0,0,1,0,1,0,0,0,0,1,0
7년의 밤,2018-03-28,3969337524,528007,872,26804,한국,(주)씨제이이엔엠,4.082474227,15세 이상 관람가,드라마/로맨스/코미디,123분,3,1,0,0,1,0,0,0,0,0,1,0
호두까기 인형과 4개의 왕국,2018-12-06,4120048900,513767,294,14238,미국,월트디즈니컴퍼니코리아 유한책임회사,8.217241379,전체 관람가,액션/어드벤처/SF,99분,2,0,1,0,0,0,0,1,1,0,0,0
셰이프 오브 워터: 사랑의 모양,2018-02-22,4218077050,507102,404,20200,미국,이십세기폭스코리아(주),5.853881279,청소년 관람불가,드라마/로맨스/코미디,123분,6,0,0,1,1,0,0,0,1,0,0,0
곰돌이 푸 다시 만나 행복해,2018-10-03,4093369860,492201,536,21601,미국,월트디즈니컴퍼니코리아 유한책임회사,9.1875,전체 관람가,액션/어드벤처/SF,104분,2,0,1,0,0,0,0,1,1,0,0,0
변산,2018-07-04,4016562273,490519,763,27504,한국,플러스엠 엔터테인먼트,6.466472303,15세 이상 관람가,드라마/로맨스/코미디,123분,10,1,0,0,1,0,0,0,0,0,1,0
그린치,2018-12-19,3675441950,485064,724,10998,미국,유니버설픽쳐스인터내셔널 코리아(유),7.778409091,전체 관람가,애니메이션,89분,7,0,1,0,0,0,1,0,1,0,0,0
스타 이즈 본,2018-10-09,4197504400,483852,555,25781,미국,워너브러더스 코리아(주),9.602339181,15세 이상 관람가,드라마/로맨스/코미디,135분,5,1,0,0,1,0,0,0,1,0,0,0
동네사람들,2018-11-07,3818515112,461693,731,23598,한국,(주)리틀빅픽쳐스,4.204481793,15세 이상 관람가,액션/어드벤처/SF,99분,11,1,0,0,0,0,0,1,0,0,1,0
원더풀 고스트,2018-09-26,3720931600,450374,351,13999,한국,(주)제이앤씨미디어그룹,8.761487965,12세 이상 관람가,드라마/로맨스/코미디,97분,11,0,0,0,1,0,0,0,0,0,1,0
흥부: 글로 세상을 바꾼 자,2018-02-14,3381050200,416303,627,18671,한국,롯데쇼핑㈜롯데엔터테인먼트,5.68,12세 이상 관람가,드라마/로맨스/코미디,105분,1,0,0,0,1,0,0,0,0,0,1,0
명탐정 코난 : 제로의 집행인,2018-08-08,3014920361,396230,542,8770,한국 외 아시아,(주)씨제이이엔엠,9.312348668,12세 이상 관람가,애니메이션,110분,3,0,0,0,0,0,1,0,0,0,0,1
점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,2941541400,375312,672,6495,한국,(주)넥스트엔터테인먼트월드(NEW),9.672877847,전체 관람가,애니메이션,94분,4,0,1,0,0,0,1,0,0,0,1,0
허스토리,2018-06-27,2521025949,336822,696,20406,한국,(주)넥스트엔터테인먼트월드(NEW),9.67611336,15세 이상 관람가,애니메이션,105분,4,1,0,0,0,0,1,0,0,0,1,0
덕구,2018-04-05,2389041700,315663,544,19006,한국,플러스엠 엔터테인먼트,9.773700306,전체 관람가,드라마/로맨스/코미디,91분,10,0,1,0,1,0,0,0,0,0,1,0
번 더 스테이지: 더 무비,2018-11-15,2671391900,315010,243,4714,한국,월트디즈니컴퍼니코리아 유한책임회사,9.844765343,전체 관람가,애니메이션,83분,2,0,1,0,0,0,1,0,0,0,1,0
트루스 오어 데어,2018-05-22,2647330400,310956,530,17066,미국,유니버설픽쳐스인터내셔널 코리아(유),7.265,15세 이상 관람가,스릴러/공포/미스터리,100분,7,1,0,0,0,1,0,0,1,0,0,0
커뮤터,2018-01-24,2286690955,286062,575,16145,미국 외 서구 국가,플러스엠 엔터테인먼트,9.147186147,15세 이상 관람가,액션/어드벤처/SF,104분,10,1,0,0,0,0,0,1,0,1,0,0
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,2148708050,277206,489,5329,한국 외 아시아,(주)씨제이이엔엠,9.142857143,전체 관람가,애니메이션,104분,3,0,1,0,0,0,1,0,0,0,0,1
모털 엔진,2018-12-05,2324362119,267896,661,15454,미국,유니버설픽쳐스인터내셔널 코리아(유),7.488505747,12세 이상 관람가,액션/어드벤처/SF,128분,7,0,0,0,0,0,0,1,1,0,0,0
나를 차버린 스파이,2018-08-22,2346742100,264766,278,12987,미국,(주)누리픽쳐스,9.404761905,15세 이상 관람가,액션/어드벤처/SF,117분,11,1,0,0,0,0,0,1,1,0,0,0
명탐정 코난:감벽의 관,2018-02-14,1803389439,242603,487,8489,한국 외 아시아,(주)씨제이이엔엠,8.794701987,12세 이상 관람가,애니메이션,107분,3,0,0,0,0,0,1,0,0,0,0,1
아이 필 프리티,2018-06-06,2127094300,240297,213,11900,미국,(주)홈초이스,9.032608696,15세 이상 관람가,드라마/로맨스/코미디,110분,11,1,0,0,1,0,0,0,1,0,0,0
시카리오: 데이 오브 솔다도,2018-06-27,1938637400,229542,261,10977,미국,㈜코리아스크린,9.512578616,15세 이상 관람가,액션/어드벤처/SF,122분,11,1,0,0,0,0,0,1,1,0,0,0
치즈인더트랩,2018-03-14,1890873700,229005,364,14710,한국,(주)리틀빅픽쳐스,8.576315789,15세 이상 관람가,드라마/로맨스/코미디,116분,11,1,0,0,1,0,0,0,0,0,1,0
50가지 그림자: 해방,2018-02-21,1866384500,217785,213,10027,미국,유니버설픽쳐스인터내셔널 코리아(유),8.315018315,청소년 관람불가,드라마/로맨스/코미디,105분,7,0,0,1,1,0,0,0,1,0,0,0
속닥속닥,2018-07-13,1900914300,217444,314,8246,한국,(주)그노스,3.033333333,15세 이상 관람가,스릴러/공포/미스터리,91분,11,1,0,0,0,1,0,0,0,0,1,0
벽 속에 숨은 마법시계,2018-10-31,1654715300,215029,609,14005,미국,CGV아트하우스,5.485714286,전체 관람가,액션/어드벤처/SF,105분,11,0,1,0,0,0,0,1,1,0,0,0
허리케인 하이스트,2018-03-14,1730262848,214949,544,16363,미국,(주)넥스트엔터테인먼트월드(NEW),8.116959064,15세 이상 관람가,액션/어드벤처/SF,103분,4,1,0,0,0,0,0,1,1,0,0,0
한 솔로: 스타워즈 스토리,2018-05-24,1964276778,213980,569,14818,미국,월트디즈니컴퍼니코리아 유한책임회사,8.681462141,12세 이상 관람가,액션/어드벤처/SF,135분,2,0,0,0,0,0,0,1,1,0,0,0
업그레이드,2018-09-06,1743757800,190387,220,11549,미국,유니버설픽쳐스인터내셔널 코리아(유),9.671232877,15세 이상 관람가,액션/어드벤처/SF,100분,7,1,0,0,0,0,0,1,1,0,0,0
런닝맨 : 풀룰루의 역습,2018-12-05,1420218750,186912,511,5521,한국,(주)넥스트엔터테인먼트월드(NEW),7.926605505,전체 관람가,애니메이션,67분,4,0,1,0,0,0,1,0,0,0,1,0
극장판 도라에몽: 진구의 보물섬,2018-08-15,1375508400,183220,463,5488,한국 외 아시아,(주)이수C&E,8.85472973,전체 관람가,애니메이션,108분,11,0,1,0,0,0,1,0,0,0,0,1
더 프레데터,2018-09-12,1502022014,170878,582,17579,미국,이십세기폭스코리아(주),6.622754491,15세 이상 관람가,애니메이션,105분,6,1,0,0,0,0,1,0,1,0,0,0
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,1205873200,157689,454,5398,한국 외 아시아,(주)씨제이이엔엠,8.757894737,전체 관람가,애니메이션,103분,3,0,1,0,0,0,1,0,0,0,0,1
크레이지 리치 아시안,2018-10-25,1333313141,154297,531,12370,미국,워너브러더스 코리아(주),7.042471042,12세 이상 관람가,드라마/로맨스/코미디,120분,5,0,0,0,1,0,0,0,1,0,0,0
다운사이징,2018-01-11,1236582004,150215,511,8377,미국,롯데쇼핑㈜롯데엔터테인먼트,4.194444444,15세 이상 관람가,드라마/로맨스/코미디,135분,1,1,0,0,1,0,0,0,1,0,0,0
나를 기억해,2018-04-19,1230898892,141222,545,14322,한국,(주)키다리이엔티,7.685483871,청소년 관람불가,스릴러/공포/미스터리,102분,11,0,0,1,0,1,0,0,0,0,1,0
빅샤크: 매직체인지,2018-06-27,1012461700,138740,414,4874,한국 외 아시아,와이드 릴리즈(주),7.123809524,전체 관람가,애니메이션,74분,11,0,1,0,0,0,1,0,0,0,0,1
레드 스패로,2018-02-28,860743700,108344,389,6659,미국,이십세기폭스코리아(주),8.72238806,청소년 관람불가,스릴러/공포/미스터리,140분,6,0,0,1,0,1,0,0,1,0,0,0
게이트,2018-02-28,821271100,101381,208,5474,한국,(주)제이앤씨미디어그룹,4.0,15세 이상 관람가,스릴러/공포/미스터리,92분,11,1,0,0,0,1,0,0,0,0,1,0
미니특공대X,2018-03-22,746262200,100164,458,5452,한국,(주)에스에이엠지엔터테인먼트,7.167938931,전체 관람가,애니메이션,68분,11,0,1,0,0,0,1,0,0,0,1,0
여중생A,2018-06-20,811686000,97849,479,10242,한국,롯데컬처웍스(주)롯데엔터테인먼트,7.981873112,12세 이상 관람가,드라마/로맨스/코미디,114분,1,0,0,0,1,0,0,0,0,0,1,0
쓰리 빌보드,2018-03-15,800125700,97480,110,4013,미국,이십세기폭스코리아(주),9.377990431,15세 이상 관람가,드라마/로맨스/코미디,115분,6,1,0,0,1,0,0,0,1,0,0,0
호텔 아르테미스,2018-07-18,646127100,77794,465,7876,미국,판씨네마(주),5.731092437,15세 이상 관람가,액션/어드벤처/SF,94분,11,1,0,0,0,0,0,1,1,0,0,0
마일22,2018-08-23,600521900,69837,203,6212,미국,(주)팝엔터테인먼트,8.441176471,15세 이상 관람가,액션/어드벤처/SF,95분,11,1,0,0,0,0,0,1,1,0,0,0
여곡성,2018-11-08,594373400,67368,212,4463,한국,(주)스마일이엔티,1.842857143,15세 이상 관람가,스릴러/공포/미스터리,94분,11,1,0,0,0,1,0,0,0,0,1,0
번개맨과 신비의 섬,2018-04-05,486548700,60561,191,2560,한국,힘컨텐츠(주),9.629807692,전체 관람가,다큐멘터리/공연실황/기타,70분,11,0,1,0,0,0,0,0,0,0,1,0
헌터 킬러,2018-12-06,464838450,56511,226,2777,미국,(주)키다리이엔티,9.583673469,15세 이상 관람가,애니메이션,105분,11,1,0,0,0,0,1,0,1,0,0,0
머니백,2018-04-12,417495600,53610,472,6878,한국,(주)리틀빅픽쳐스,6.861538462,15세 이상 관람가,액션/어드벤처/SF,101분,11,1,0,0,0,0,0,1,0,0,1,0
번개맨의 비밀,2018-12-06,394126050,50863,309,2270,한국,(주)디스테이션,9.035928144,15세 이상 관람가,애니메이션,105분,11,1,0,0,0,0,1,0,0,0,1,0
젝스키스 에이틴,2018-01-18,364405500,50419,25,774,한국,씨제이 씨지브이(CJ CGV)(주),9.977375566,전체 관람가,다큐멘터리/공연실황/기타,100분,11,0,1,0,0,0,0,0,0,0,1,0
온리 더 브레이브,2018-03-07,390912300,49612,301,4434,미국,㈜코리아스크린,9.657608696,12세 이상 관람가,드라마/로맨스/코미디,133분,11,0,0,0,1,0,0,0,1,0,0,0
데자뷰,2018-05-30,360833100,48279,536,8117,한국,(주)키다리이엔티,4.264705882,15세 이상 관람가,스릴러/공포/미스터리,87분,11,1,0,0,0,1,0,0,0,0,1,0
비밥바룰라,2018-01-24,322716200,47563,347,4055,한국,(주)키다리이엔티,9.37366548,12세 이상 관람가,드라마/로맨스/코미디,97분,11,0,0,0,1,0,0,0,0,0,1,0
나츠메 우인장: 세상과 연을 맺다,2018-10-31,387190200,46913,110,2844,한국 외 아시아,(주)애니플러스,9.3359375,전체 관람가,애니메이션,104분,11,0,1,0,0,0,1,0,0,0,0,1
에그엔젤 코코밍: 두근두근 핼러윈 파티,2018-09-22,367076000,46386,179,1800,한국 외 아시아,(주)엠제이픽쳐스,5.875,전체 관람가,애니메이션,68분,11,0,1,0,0,0,1,0,0,0,0,1
